id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
7866,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.502106031,0.450498441,36.57388769,6202.32702
2743,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.550116044,0.471871207,38.45252155,7206.90196
15182,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.533196209,0.463187081,37.81761708,6580.39696
10082,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.532426131,0.41951938,33.28905228,6941.82413
9797,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.500207249,0.445497348,35.50033008,5199.53404
4958,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.443889013,0.426437069,32.5102476,4813.45285
12562,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.492076861,0.448935976,35.24092903,5150.94289
10572,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.519208599,0.480779062,39.1606042,7175.06898
6474,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.551234401,0.470176914,37.81761708,7024.74836
7888,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.459087683,0.409862936,31.88184658,5898.01573
8811,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.394584864,0.394711432,31.70230081,5333.87334
492,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.512307598,0.457772938,37.67828481,6237.20605
12209,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.610993712,0.503663416,37.52274536,6368.84982
1116,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.553663086,0.472468254,38.6254357,5535.05665
5637,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.493693466,0.444703745,35.09473308,5535.05665
13436,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.566319234,0.461189416,38.47362699,6645.56998
15095,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.376009787,0.395502524,30.27497178,3764.31973
11318,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.583697575,0.487056813,40.35118636,7483.73632
13847,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.41985138,0.420093742,31.64262219,4813.45285
13169,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.477961423,0.423927032,34.64257354,5628.71053
6589,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.517721232,0.43226586,35.90984596,6260.47363
13884,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.630637776,0.51715975,43.97470322,8307.38018
7557,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.566319234,0.481173502,39.49160012,7637.63338
10692,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.551234401,0.455179564,38.73169085,5498.58395
12225,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.622419314,0.513585375,43.7550339,8134.72655
5241,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.404225284,0.400980125,30.79125626,4125.75712
14147,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.434546355,0.398804938,31.70230081,4303.94303
2783,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.507541905,0.452143551,36.3863589,5747.56017
11242,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.622622866,0.504532158,36.55934595,6948.2288
10661,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.427020997,0.41951938,32.84898618,4290.96488
1696,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.620391949,0.529619103,38.46756134,6013.40759
5685,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.594364445,0.491813116,41.21921269,7536.09687
2295,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.564794821,0.467852649,38.48474081,6072.83443
5939,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.551234401,0.477126551,39.33251373,6842.76056
7763,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.49368953,0.446450716,34.70788043,5665.2196
10244,25.0,0.5,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.386011221,0.394096584,30.84228532,3804.61017
9968,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.638787728,0.528322189,45.47838117,8413.65966
3313,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.53513718,0.446570029,37.97024343,7417.81497
4781,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.62818447,0.524860365,43.17615175,8408.38341
8350,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.479965751,0.443504,35.39214139,5715.0084
12656,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.536899811,0.434132503,36.81018683,6071.2289
9784,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.442626748,0.427430828,33.95797729,4947.60566
9915,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.550864261,0.475425424,38.70659201,7004.01554
7605,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.583378727,0.488638858,40.33593654,7969.02575
215,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.645475445,0.511834352,43.28816181,8247.52116
6707,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.474162324,0.435764199,34.89995717,5313.37828
12589,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.354086468,0.388135964,29.37301155,3712.99786
8682,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.576561833,0.491169185,40.39944387,7163.9441
13978,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.350874635,0.391163231,31.07883034,3631.90544
3483,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.572482559,0.486632377,38.6254357,6846.00686
7006,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.384971264,0.400980125,31.92881551,8166.59786
5102,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.469150447,0.417908804,33.23980604,5360.87391
6599,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.386657299,0.400247657,30.66522059,4200.97375
3764,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.479449351,0.418219535,34.83881461,5837.21503
12119,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.478469338,0.416309732,32.6584962,5715.0084
6410,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.470643424,0.437265704,33.60574758,5498.43844
11573,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.527742687,0.432440021,36.7513957,6626.8515
25,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.5143032,0.454917386,36.6742427,6157.05484
10601,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.387861179,0.405525072,31.02327724,4694.60819
7659,20.0,0.537,0.117,0.409,0.058,86.0,52.0,71.9,62.0,30.0,50.8,3.77,0.06,0.502979625,0.452484359,36.84586824,6992.82314
13336,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.600340952,0.494864674,41.54582537,7150.9817
9744,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.486344644,0.445284233,35.18597077,2508.37567
14087,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.402052391,0.402105764,30.27510191,4232.76231
14686,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.404446048,0.403129918,31.78225878,4305.51182
6683,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.467569149,0.436777234,32.31099546,5867.99722
9171,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.568853507,0.463806532,38.54027918,7007.66825
10847,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.56581933,0.466741485,37.33160636,5735.13303
10039,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.508104246,0.452680279,36.02254143,6190.66597
12570,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.402362598,0.408851197,32.68039834,4357.82292
8584,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.598930974,0.495006371,35.79113695,6299.22636
11797,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.622622866,0.530933466,41.94865711,7690.1749
13142,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.62809913,0.5145695,43.68715255,8307.38018
13128,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.482854142,0.445134287,34.0430221,5696.02606
14761,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.574796304,0.485989695,40.55976952,7064.16978
12655,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.488485703,0.418219535,34.3041215,6808.26361
1102,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.585313688,0.496618271,40.65549833,6821.8081
3276,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.507115625,0.452680279,36.97636061,6260.47363
5345,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.527742687,0.480382567,42.171731315,7713.4796
11866,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.408178454,0.403204844,30.90686128,4225.96131
13892,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.337022711,0.358821427,27.62154773,3182.69865
13463,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.508341786,0.45370258,37.74750888,7013.00281
8386,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.53513718,0.469892556,38.45140921,6771.72291
8835,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.309669459,0.355875536,27.3454535,2625.26916
11094,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.490242145,0.420093742,31.08154655,5942.42162
15277,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.436893878,0.389204379,31.13586876,5865.38472
2207,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.603545036,0.500647106,42.93997745,7858.68558
4552,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.463097152,0.429150584,34.87061011,5330.06203
4402,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.402052391,0.4002977,30.5797224,4179.18592
7395,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.610860604,0.504526655,42.93997745,6107.38247
3718,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.498058212,0.438669933,35.51753863,5686.12196
972,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.432419853,0.394168935,31.44841986,4558.98072
4579,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.354086468,0.388525442,29.31600198,3813.16579
6516,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.583378727,0.488638858,40.54647951,6842.76056
719,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.571708025,0.473660277,39.36457911,7778.34916
6155,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.576602444,0.488527456,40.16166766,7048.87072
14438,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.485548321,0.440375173,34.69390641,5462.13394
2803,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.391627198,0.404575636,31.87518207,3983.09785
2566,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.572725923,0.488527456,40.37019338,7669.81182
4025,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.443419908,0.42403139,33.95797729,4433.53697
6198,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.429000524,0.391211231,31.64262219,5005.32997
8224,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.539253692,0.463561831,37.90850822,7150.9817
13518,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.524635459,0.464066853,37.80745277,6619.84695
4063,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.578889093,0.488638858,40.86547798,6898.39095
9889,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.477940817,0.41827206,33.94201411,5333.97357
2792,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.496618271,0.446575791,35.11807556,5556.37228
2222,20.0,0.537,0.38,0.0,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.508104246,0.458966196,36.80503364,5862.80545
5818,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.49368953,0.445071322,35.56261102,5566.52275
3866,25.0,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.462996546,0.408038131,32.79766623,5862.80545
11056,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.449877074,0.446450716,35.28592597,4587.38557
13252,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.437609121,0.419851618,32.74377319,4745.46028
13911,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.652144089,0.521522083,44.62396561,8969.40184
11617,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.440473059,0.423763672,33.749712,4968.60117
3227,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.404446048,0.401091418,32.81579359,4476.81146
4214,25.0,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.449877074,0.397617195,31.92881551,4865.39997
3923,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.494199141,0.446575791,35.98855463,5781.85965
10469,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.496618271,0.446434723,29.55021089,5124.8549
11405,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.58704878,0.482859526,40.73826603,5718.40817
1401,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.578889093,0.484307576,41.54582317,7174.6649
8931,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.425010896,0.402875656,31.13556802,4336.10096
7703,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.538371386,0.446570029,37.55181473,8671.71681
4979,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.594364445,0.491124144,41.92318644,7715.81088
3253,12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.594479717,0.494864674,37.55556802,6422.92209
13204,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.38566646,0.381851426,29.7226962,3828.16556
2661,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.506793789,0.45230956,36.30184732,5864.12845
2158,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.51204794,0.463759475,37.44044874,6135.69998
8578,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.432911682,0.419720202,31.88184658,4644.60117
8088,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.571708025,0.485752533,40.45342047,7617.39589
674,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.46882121,0.438586418,33.60534043,4936.10558
13607,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.638787728,0.529501569,45.718182,8440.96097
7011,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.605758307,0.500029301,41.78031158,7557.46014
11222,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.423038771,0.419215723,31.10924166,4705.62653
10197,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.397461189,0.392787396,29.97539813,3826.17226
3841,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.482854142,0.440675594,35.11807556,5750.88107
1815,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.511830268,0.430077888,36.21402074,7399.87589
14272,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.555568429,0.479866804,39.44864975,6862.90839
15045,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.434546355,0.409260571,31.44274436,4952.01304
2100,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.476202171,0.41951938,34.09291711,5575.39447
13485,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.502785174,0.423865656,35.33661143,6491.22353
6708,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.454725217,0.419851618,33.60534043,5061.72061
1673,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.442626748,0.42018755,32.59242207,4853.8076
10293,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.641480254,0.528322189,45.47838117,8284.85461
4213,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.49368953,0.446570029,35.50118221,5777.3754
11522,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.622622866,0.508336663,43.17615175,8116.53175
11790,12.5,0.25,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603544257,0.500647106,41.6216451,7878.81768
1548,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.525947983,0.46389552,37.72398079,6422.92209
11047,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.527591617,0.464892019,37.77154371,6731.71221
8547,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.407072571,0.394971427,30.5797224,4225.96131
5184,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.526681768,0.437516086,36.92483932,6707.59259
1461,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.419015102,0.417947008,32.81579359,4580.393
14364,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.476911433,0.438586418,34.77712169,5602.02293
3220,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.610993712,0.503636289,42.13008169,7479.93417
12895,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.470646034,0.426746554,31.59741711,4769.31827
14018,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.50476135,0.424657113,36.81673726,6887.46649
7170,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.522435446,0.456450549,37.7247238,6574.18247
7430,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.50476135,0.455880077,36.80503364,6132.41738
14591,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.426064568,0.413625114,33.4416065,4945.79443
1751,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.556301788,0.477126551,39.1606042,6860.39643
3976,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.542170237,0.467219599,37.90930402,6198.06496
8353,12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.576561833,0.476836137,39.77346165,7161.9619
1772,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.480072982,0.438630573,34.33876109,6451.10052
9388,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.548124898,0.476588872,39.38136072,6254.65511
10070,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.509158377,0.450498441,42.93997745,7071.61532
10860,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.496826261,0.447095519,35.75622341,5867.99722
2016,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.548367299,0.476836137,38.6454264,6663.00068
2005,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.538604193,0.448946243,36.94898618,6097.44285
3893,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.435969213,0.423013398,34.87061011,4745.46028
3237,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.524887803,0.452320672,37.25124178,6521.29112
4424,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.379906235,0.408038131,29.94364365,3385.36422
10270,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.500058984,0.44252903,32.59242207,5535.05665
8588,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.57249065,0.484307576,40.7940564,7417.81497
10980,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.376670148,0.383581787,29.83315835,3834.5748
2257,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.379102775,0.375406416,30.12737627,3911.42225
4072,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.454725217,0.402182926,31.77298278,5882.96562
5574,25.0,0.5,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.340822336,0.378528127,28.88711983,3436.49354
9083,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.463039338,0.408171177,32.69048728,5462.13394
